,Unnamed: 0,Tweet Text,Tweet Datetime,Tweet Id,Twitter Name,Tweet Coordinates,Place Info,Retweets,Favorites,Language,Source,Replied Tweet Id,Replied Tweet User Id Str,Quote Status Bool,Twitter @ Name
16,16,RT @AdamJKucharski: Looks like many countries don't have a plan for future COVID variants beyond 1) hoping they're not inherently worse tha…,2022-03-30 16:58:24,1509213462961922053,,,,187,0,en,Twitter Web App,,,False,iteobesta
17,17,"RT @MikeBravoNC: Meet Ann McElvoy.  This is one of the most disturbing articles I have ever read, which is based on no scientific evidence.…",2022-03-30 16:58:20,1509213447514431493,,,,1,0,en,Twitter for iPad,,,False,Quamasparagi
18,18,Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron | Christina Pagel https://t.co/kP07hBy3hN,2022-03-30 16:58:15,1509213426878488582,,,,0,0,en,Twitter for Android,,,False,TheWolf_Tweets
19,19,How bad will the Omicron Covid variant be in Britain? Three things will tell us https://t.co/zzTv2UZvLW,2022-03-30 16:58:15,1509213426584899584,,,,0,0,en,Twitter for iPad,,,False,pongodhall
20,20,"@TKeery5 Even flu shots are annual. These mfs are asking us to take an experimental vax every 6 months, even when i… https://t.co/DQMYJcHDp9",2022-03-30 16:58:15,1509213426559586304,,,,0,0,en,Twitter Web App,1.5089950135559864e+18,3157826368.0,False,longlivlancelot
21,21,RT @SusanMichie: Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron https://t.co/PWgq6xzuzY,2022-03-30 16:58:11,1509213411770519555,,,,7,0,en,Twitter for iPhone,,,False,Danothewisp
22,22,"#UK records 87,188 more #COVID19   cases and 213 deaths as hospitalisations rise again 

.. please remember to be c… https://t.co/wyLFj9dwoF",2022-03-30 16:58:07,1509213392791388167,,,,0,0,en,Twitter Web App,,,False,jukkaisorinne
23,23,RT @B52Malmet: Please be aware. #COVIDIsNotOver  https://t.co/OreWFccMiT,2022-03-30 16:58:06,1509213391352901633,,,,19,0,en,Twitter for iPhone,,,False,PammysParcels
24,24,"RT @ONS: We’ve published new data on the characteristics of those testing positive for #COVID19.

This shows the risk of reinfection is 10x…",2022-03-30 16:58:04,1509213379227009038,,,,142,0,en,Twitter for iPhone,,,False,this_worldsucks
25,25,Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron | Christina Pagel https://t.co/Y176dhtEgn,2022-03-30 16:57:51,1509213324424192018,,,,0,0,en,Twitter Web App,,,False,sound_of_sirens
26,26,@Politics_Please When omicron came out they said it had something in it that matched a sequence in HIV. At the time… https://t.co/S5YgaM3kD0,2022-03-30 16:57:42,1509213289582141441,,,,0,0,en,Twitter for Android,1.5092110337721713e+18,9.7834656322236e+17,False,ThomasCanfield2
27,27,RT @Quicktake: 🇨🇳 China's largest city of Shanghai cranked up lockdown restrictions after a month of less disruptive measures failed to cur…,2022-03-30 16:57:40,1509213281650569220,,,,13,0,en,Twitter for Android,,,False,HallerDawn
28,28,"I don’t understand why there is nothing, absolutely nothing about coronavirus in the media… I really don’t think it… https://t.co/RkUK3AJrpw",2022-03-30 16:57:35,1509213257998876675,,,,0,0,en,Twitter for iPhone,,,False,tinalverdun
29,29,"RT @AmandaKendal: Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron | Christina Pagel 

#Cov…",2022-03-30 16:57:33,1509213252533768193,,,,1,0,en,Twitter Web App,,,False,sound_of_sirens
30,30,RT @trishgreenhalgh: Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron | Christina Pagel @ch…,2022-03-30 16:57:31,1509213240856829952,,,,100,0,en,Twitter for iPad,,,False,StarterPat
31,31,RT @trishgreenhalgh: Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron | Christina Pagel @ch…,2022-03-30 16:57:29,1509213236037619714,,,,100,0,en,Twitter for iPhone,,,False,lucyeatonmess
32,32,RT @robferguson1: The Ontario Health Coalition is calling for a return to widespread free PCR testing for #COVID19 (not just for select gro…,2022-03-30 16:57:29,1509213235202957325,,,,85,0,en,Twitter Web App,,,False,archie_pelagos
33,33,"RT @sailorrooscout: Omicron meet Gibraltar, one of the world’s most vaccinated territories. Gibraltar has vaccinated ~99% of its total popu…",2022-03-30 16:57:27,1509213227321905152,,,,880,0,en,Twitter for iPhone,,,False,chefin_die
34,34,"“How’d they die?”

“The Son of Omicron took her”

I’m not saying that.",2022-03-30 16:57:27,1509213226491383816,,,,0,0,en,Twitter for iPhone,,,False,__luckyleftie
35,35,"@a_pinsent @CFRAOttawa Well I’m glad we’re in the clear now. Everything this idiot says (Juni), pretty much the opp… https://t.co/CU6wrugeyD",2022-03-30 16:57:24,1509213211853271048,,,,0,0,en,Twitter for iPhone,1.509210432904614e+18,222992015.0,False,heyMickDee
36,36,"""Son of omicron"" variant is now dominant in the US — and experts say it could herald another wave
https://t.co/p2N9i0SABf",2022-03-30 16:57:17,1509213184963584000,,,,0,0,en,Twitter for Android,,,False,cwtillery
37,37,Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron https://t.co/4xlOu3qlXY,2022-03-30 16:57:14,1509213172359741454,,,,1,0,en,Twitter for iPhone,,,False,Camz99
38,38,"RT @Kit_Yates_Maths: ""We can introduce serious upgrades to infrastructure: better ventilation, less crowding, increased air purification an…",2022-03-30 16:57:09,1509213148800331778,,,,46,0,en,Twitter Web App,,,False,svenadultbooks
39,39,RT @KI7BDA: @graphictruth @LesleyJWilliams @Popehat The vaccines work. They reduce COVID to flu levels with Omicron.,2022-03-30 16:57:07,1509213142114615304,,,,1,0,en,Twitter for iPhone,,,False,meggy_head
40,40,"RT @jneill: 🚨 We have now exceeded the January peak for Covid hospitalisations ‼️

On 1st Jan the peak 7-day average was 2040.7 hospitalisa…",2022-03-30 16:57:07,1509213140860481548,,,,5,0,en,Twitter Web App,,,False,Just_Clive
41,41,"@sajidjavid What about the under 75 year old that are vulnerable ?

With your plan it is plainly obvious that you d… https://t.co/DM2xSyz3Ni",2022-03-30 16:57:03,1509213123298877448,,,,0,0,en,Twitter for iPad,1.5090712103484293e+18,20052899.0,False,Orileyuk1
42,42,"RT @gmacofglebe: Seems like there are a lot of businesses posting that they are closing due to staff illness. 

Ottawa's coronavirus wastew…",2022-03-30 16:57:01,1509213116793606155,,,,54,0,en,Twitter for iPhone,,,False,Tim03038644
43,43,RT @trishgreenhalgh: Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron | Christina Pagel @ch…,2022-03-30 16:56:55,1509213093032718339,,,,100,0,en,Twitter for Android,,,False,Laureninthe707
44,44,RT @robferguson1: The Ontario Health Coalition is calling for a return to widespread free PCR testing for #COVID19 (not just for select gro…,2022-03-30 16:56:49,1509213066382225413,,,,85,0,en,Twitter for iPhone,,,False,jsimmsiii
45,45,"RT @sailorrooscout: Omicron meet Gibraltar, one of the world’s most vaccinated territories. Gibraltar has vaccinated ~99% of its total popu…",2022-03-30 16:56:44,1509213046656442371,,,,880,0,en,Twitter for Android,,,False,Bartfratze1982
46,46,"RT @KatherineGlend4: We have vaccines for those who want them, testing and therapeutics. The vaccines aren’t blocking transmission. Omicron…",2022-03-30 16:56:42,1509213036749496323,,,,68,0,en,Twitter for Android,,,False,AndrewH80107174
47,47,"RT @goldencaskcap: City of Langfang, in Hebei province, is battling an omicron surge. City officials put out a doc yesterday saying pets of…",2022-03-30 16:56:35,1509213008198873094,,,,70,0,en,Twitter Web App,,,False,f_julko8
48,48,"@AndreaDona60 Quoting biblical texts? How righteous thou art. 

I notice you reach for the insults as you don't lik… https://t.co/SrF2FaU1vV",2022-03-30 16:56:35,1509213007850655757,,,,0,0,en,Twitter for Android,1.5092119353502966e+18,1.4787289589127823e+18,False,MartinThornber
49,49,Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron | Christina Pagel https://t.co/s39srQaaHs,2022-03-30 16:56:34,1509213001961947139,,,,0,0,en,Twitter Web App,,,False,publicradionerd
50,50,"RT @Kit_Yates_Maths: ""We can introduce serious upgrades to infrastructure: better ventilation, less crowding, increased air purification an…",2022-03-30 16:56:33,1509213001336999942,,,,46,0,en,Twitter for iPhone,,,False,DrP_Manc
51,51,"RT @EdTubb: Reasonably clear that Europe's March BA. 2 waves are not going to rival their initial Omicron waves.

(Canada, which is not in…",2022-03-30 16:56:32,1509212996064710658,,,,9,0,en,Twitter for iPhone,,,False,JoshDehaas
52,52,RT @robferguson1: The Ontario Health Coalition is calling for a return to widespread free PCR testing for #COVID19 (not just for select gro…,2022-03-30 16:56:31,1509212991799111689,,,,85,0,en,Twitter for iPhone,,,False,TotesAndMore
53,53,#COVID19 #yeg #coronavirus The LTC facility my mom is at went from 9 residents to 13 residents to 29 residents gett… https://t.co/2u6OxG0Uf8,2022-03-30 16:56:30,1509212987571113985,,,,0,0,en,Twitter for iPhone,,,False,123_Echo
54,54,RT @danielgoyal: Younger “healthy” folk aren’t eligible for 4th dose or antivirals. So only the elderly/CEV group benefits from the risk re…,2022-03-30 16:56:30,1509212985763500036,,,,5,0,en,Twitter Web App,,,False,castoraj
55,55,RT @trishgreenhalgh: Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron | Christina Pagel @ch…,2022-03-30 16:56:28,1509212978972925955,,,,100,0,en,Twitter for iPhone,,,False,skmansell
56,56,RT @AudreyBirt: Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron excellent article re #covi…,2022-03-30 16:56:23,1509212955635859457,,,,2,0,en,Twitter Web App,,,False,1_Lovelife
57,57,@tomabella @GarrettPetersen @JakeAnbinder yeah I cancelled by booster because I was sick with omicron and didn't wa… https://t.co/eZMTpDdeSU,2022-03-30 16:56:14,1509212919950577666,,,,0,0,en,Twitter for Android,1.5091790577658143e+18,18205068.0,False,fakegeekguy
58,58,Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron excellent article… https://t.co/y8HijXRHNi,2022-03-30 16:56:13,1509212914879770636,,,,2,0,en,Twitter for iPad,,,False,AudreyBirt
59,59,"RT @globalnews: The more contagious BA.2 subvariant of Omicron, now dominant in several provinces, coupled with loosened public health meas…",2022-03-30 16:56:13,1509212914082725892,,,,6,0,en,Twitter for Android,,,False,sylviagreier
60,60,RT @COVIDnewsfast: Omicron is giving birth to so many new variants and mutations it's becoming almost impossible to keep up with them all.…,2022-03-30 16:56:12,1509212912090587138,,,,436,0,en,Twitter for Android,,,False,solutions_covid
61,61,RT @robferguson1: The Ontario Health Coalition is calling for a return to widespread free PCR testing for #COVID19 (not just for select gro…,2022-03-30 16:56:12,1509212911671160834,,,,85,0,en,Twitter Web App,,,False,tomflem
62,62,RT @DrEricDing: 3) I recently wrote how China is at a tipping point. Either their contain this #BA2 Omicron wave or else they will suffer a…,2022-03-30 16:55:50,1509212819744600078,,,,77,0,en,Twitter for Android,,,False,Phmpmd
63,63,RT @robferguson1: The Ontario Health Coalition is calling for a return to widespread free PCR testing for #COVID19 (not just for select gro…,2022-03-30 16:55:50,1509212817488023555,,,,85,0,en,Twitter for iPhone,,,False,EasternPewee
64,64,"RT @sailorrooscout: •https://t.co/bmTLskWeP9
•https://t.co/VTbtyFDbNE
With Omicron on our doorstep, are we more likely to see breakthroughs…",2022-03-30 16:55:44,1509212792259239938,,,,19,0,en,Twitter for Mac,,,False,musicandscifi
65,65,RT @P_McCulloughMD: Mandates of all kinds should be dropped for travel.  Clearly none of them work and passengers better advised on good P-…,2022-03-30 16:55:43,1509212788597694473,,,,2684,0,en,Twitter for iPad,,,False,Cryptostyle2022
66,66,RT @waltermzembi: PULA Corbevax- Africa ' s first approved Vaccine developed in Botswana 🇧🇼 with efficacy claims of  killing the virus alto…,2022-03-30 16:55:42,1509212786110476295,,,,54,0,en,Twitter for Android,,,False,rumbimatemba
67,67,RT @robferguson1: The Ontario Health Coalition is calling for a return to widespread free PCR testing for #COVID19 (not just for select gro…,2022-03-30 16:55:39,1509212771585601542,,,,85,0,en,Twitter for iPhone,,,False,MirthDAL
68,68,RT @DrEricDing: 5) TIPPING POINT— I seriously believe China is at a tipping point. Either they contain this #BA2 Omicron wave or else they…,2022-03-30 16:55:38,1509212770239098880,,,,101,0,en,Twitter for Android,,,False,GooglyChess1
69,69,"RT @KobieThatcher: It finally happened, I got the Omicron 🤣 

Obviously, I did not get tested, but my Dad caught it from me and his test fo…",2022-03-30 16:55:35,1509212757614284817,,,,90,0,en,Twitter for iPad,,,False,cathyslifecc
70,70,"RT @KatherineGlend4: We have vaccines for those who want them, testing and therapeutics. The vaccines aren’t blocking transmission. Omicron…",2022-03-30 16:55:33,1509212747644375041,,,,68,0,en,Twitter for Android,,,False,BrianJPerren
71,71,RT @sailorrooscout: because the virus is so widespread and we have highly transmissible variants like Omicron and it’s sub-lineages. For li…,2022-03-30 16:55:28,1509212725758603272,,,,17,0,en,Twitter for Mac,,,False,musicandscifi
72,72,RT @DrEricDing: 3) I recently wrote how China is at a tipping point. Either their contain this #BA2 Omicron wave or else they will suffer a…,2022-03-30 16:55:18,1509212684780290054,,,,77,0,en,Twitter for Android,,,False,s_manchev
73,73,"RT @KobieThatcher: It finally happened, I got the Omicron 🤣 

Obviously, I did not get tested, but my Dad caught it from me and his test fo…",2022-03-30 16:55:17,1509212681013706759,,,,90,0,en,Twitter for Android,,,False,JCooperMLTM
74,74,"RT @sailorrooscout: Omicron meet Gibraltar, one of the world’s most vaccinated territories. Gibraltar has vaccinated ~99% of its total popu…",2022-03-30 16:55:12,1509212661250236424,,,,880,0,en,Twitter for iPhone,,,False,Mutterseelenall
75,75,"RT @ONS: We’ve published new data on the characteristics of those testing positive for #COVID19.

This shows the risk of reinfection is 10x…",2022-03-30 16:55:04,1509212627079213058,,,,142,0,en,Twitter for Android,,,False,RobertWeaver75
76,76,RT @danielgoyal: Younger “healthy” folk aren’t eligible for 4th dose or antivirals. So only the elderly/CEV group benefits from the risk re…,2022-03-30 16:55:01,1509212614089445382,,,,5,0,en,Twitter for Android,,,False,Lucydaniel06
77,77,"RT @sailorrooscout: Omicron meet Gibraltar, one of the world’s most vaccinated territories. Gibraltar has vaccinated ~99% of its total popu…",2022-03-30 16:54:56,1509212591385550850,,,,880,0,en,Twitter for iPhone,,,False,borkdoggo
78,78,"The Omicron BA.2 is now the dominant variant in the USA. #backtonormal

https://t.co/ek7hbUIZEY

#pandemiclife… https://t.co/bOMYHpbV9H",2022-03-30 16:54:48,1509212558141661190,,,,0,0,en,Twitter Web App,,,False,HYGIEIA4Health
79,79,"❝Son of omicron❞ variant is now dominant in the US — and experts say it could herald another wave

Not over yet: Th… https://t.co/wZJ6VwTf4m",2022-03-30 16:54:43,1509212538994634763,,,,0,0,en,Twitter Web App,,,False,aJSDecepida
80,80,"RT @CHEXNewswatch: COVID-19: @PtboHealth launches an online community risk index for transmission levels. On launch day, the index is at ""h…",2022-03-30 16:54:43,1509212537090461709,,,,12,0,en,Twitter Web App,,,False,CHRL_Trudy
81,81,RT @trishgreenhalgh: Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron | Christina Pagel @ch…,2022-03-30 16:54:42,1509212533713883138,,,,100,0,en,Twitter Web App,,,False,yachtlarrie
82,82,"Great article on England failing by pretending there is no covid ""turning its back on a hungry tiger"". No simple wa… https://t.co/92x9feLGcJ",2022-03-30 16:54:42,1509212532493352960,,,,0,0,en,Twitter Web App,,,False,CarolTopalian
83,83,RT @Ptbohealth: PPH pilots local COVID-19 Community Risk Index.  This Index is a way to provide residents with more useful information on t…,2022-03-30 16:54:41,1509212529486094336,,,,23,0,en,Twitter for Android,,,False,ChrisK_OntCan
84,84,"@Juli3n9 @sarsin21 @JessicaLangla14 @sante_qc Actually, only elderly people need to be protected against Covid and… https://t.co/9w2ngXVXP6",2022-03-30 16:54:36,1509212506950098954,,,,0,0,en,Twitter Web App,1.509210555000705e+18,299986646.0,False,AncientGuy4
85,85,RT @trishgreenhalgh: Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron | Christina Pagel @ch…,2022-03-30 16:54:35,1509212506224578564,,,,100,0,en,Twitter for Android,,,False,iwantalibrary
86,86,"RT @JoePajak: So, the current wave of #Omicron #Covid19 cases 'MAY' have peaked - but further rises in hospital admissions and deaths are m…",2022-03-30 16:54:34,1509212499933114375,,,,3,0,en,Twitter Web App,,,True,e_evison
87,87,Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron https://t.co/xuzXKFDv7I,2022-03-30 16:54:27,1509212471739002882,,,,0,0,en,Twitter for iPhone,,,False,Tabacaria
88,88,Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron | Christina Pagel https://t.co/Q5mjOBLNuj,2022-03-30 16:54:25,1509212463471935488,,,,0,0,en,Twitter Web App,,,False,BelGreenwood
89,89,RT @AdamJKucharski: Looks like many countries don't have a plan for future COVID variants beyond 1) hoping they're not inherently worse tha…,2022-03-30 16:54:23,1509212454445715459,,,,187,0,en,Twitter for Android,,,False,Franciscaigaa_
90,90,RT @DrEricDing: 5) TIPPING POINT— I seriously believe China is at a tipping point. Either they contain this #BA2 Omicron wave or else they…,2022-03-30 16:54:23,1509212452575227914,,,,101,0,en,Twitter for Android,,,False,torch_mama
91,91,"RT @JoePajak: So, the current wave of #Omicron #Covid19 cases 'MAY' have peaked - but further rises in hospital admissions and deaths are m…",2022-03-30 16:54:17,1509212428038455307,,,,3,0,en,Twitter Web App,,,True,droyls
92,92,RT @robferguson1: The Ontario Health Coalition is calling for a return to widespread free PCR testing for #COVID19 (not just for select gro…,2022-03-30 16:54:13,1509212413861769217,,,,85,0,en,Twitter Web App,,,False,OhforFarkssake
93,93,'Stealth omicron' BA.2 detected in Fairfax County COVID patients | WJLA https://t.co/OZYhIe5hse,2022-03-30 16:54:13,1509212410665750529,,,,0,0,en,Tweetbot for iΟS,,,False,genecowan
94,94,"RT @KobieThatcher: It finally happened, I got the Omicron 🤣 

Obviously, I did not get tested, but my Dad caught it from me and his test fo…",2022-03-30 16:54:11,1509212404692910083,,,,90,0,en,Twitter Web App,,,False,paulfry47
95,95,"BA.2 Symptoms, Protection and More: What We Know as Omicron Subvariant Grows https://t.co/xAce5fn6ON",2022-03-30 16:54:10,1509212400746209287,,,,1,1,en,SocialFlow,,,False,nbcchicago
96,96,"RT @CTVToronto: Ontario's Science Table says the number of COVID-19 infections are doubling every 10 days, driven by the BA.2 Omicron subva…",2022-03-30 16:54:05,1509212379304894467,,,,27,0,en,Twitter for iPhone,,,False,Barbara_Robson
97,97,@ReiButAsAThug i think its bc this new variant has so many changes from the original covid strain the tests are bas… https://t.co/dTMk0XAVxK,2022-03-30 16:54:03,1509212369930506243,,,,0,0,en,Twitter Web App,1.5092116089874063e+18,1.430366747161469e+18,False,quantumcutie
98,98,RT @robferguson1: The Ontario Health Coalition is calling for a return to widespread free PCR testing for #COVID19 (not just for select gro…,2022-03-30 16:53:57,1509212346161545223,,,,85,0,en,Twitter for Android,,,False,k_callard
99,99,RT @trishgreenhalgh: Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron | Christina Pagel @ch…,2022-03-30 16:53:56,1509212340025188353,,,,100,0,en,Twitter Web App,,,False,larrietiernan
0,0,@BluteqS @fcukthesystem2 @tiredoftalkingg @KiranNaz96 @apostateali Jesus came to guide the Jews he was sent by god… https://t.co/5VDS2yKXNh,2022-03-30 13:49:52,1509166017989287942,,,,0,0,en,Twitter for iPhone,1.5091548588211978e+18,1.5001369336364278e+18,False,Covid19_Murders
1,1,RT @picardonhealth: New evidence that hospital pressured to axe doctor who criticized Ford government on pandemic. It sure looks like @Broo…,2022-03-29 15:49:31,1508833742332338177,,,,364,0,en,Twitter for iPhone,,,False,authentic_jack
2,2,"@Covid19_Murders Stop trying to change subject

Your beloved prophet was a rapist, murderer, thief and more all acc… https://t.co/93V7Rt5hA7",2022-03-29 03:57:59,1508654680720744452,,,,0,0,en,Twitter for Android,1.5086530505709404e+18,1.2419081508585472e+18,False,je_suis_free
3,3,"@Covid19_Murders That Wikipedia page has references to all authentic hadiths

It's easy to say ""it's all lies"" with… https://t.co/8k71pZcaXm",2022-03-29 03:38:38,1508649809795850248,,,,0,0,en,Twitter for Android,1.5086483624464097e+18,1.2419081508585472e+18,False,je_suis_free
4,4,"Don't waist your time to get vaccinated, We provide authentic Covid19 vaccine cards and fit to travel certificates.… https://t.co/fcdlAYHlu4",2022-03-28 12:41:29,1508424034614231044,,,,0,0,en,Twitter for iPhone,,,False,cardsvaccine1
5,5,"RT @AfWrldNwPrj: Day 7 @ #NAFF pres. by @AFISilver &amp; 
@AfWrldNwPrj @CharlieVundla's HOTEL ON THE KOPPIES (#SouthAfrica) 5:15PM-- Two #South…",2022-03-26 02:01:48,1507538274600067078,,,,3,0,en,Twitter Web App,,,False,DrT_Siddiqui
6,6,"#HongKong battle to curb #Covid19

#finance #money #business #crypto #BigTech #iot #China #blockchain #hongkong … https://t.co/ewnxK07eKP",2022-03-25 13:09:02,1507343805313433607,,,,0,0,en,LinkedIn,,,False,WallStCopywrite
7,7,@HumanToken8 We're talking Authentic #N95 Covid masks which do matter &amp; can save your life while other masks for th… https://t.co/Bnkegndwqj,2022-03-25 06:25:52,1507242341479837698,,,,0,0,en,Twitter Web App,1.5072400782041498e+18,1.4882171901384008e+18,False,JasonAnthonySt2
8,8,"RT @AfWrldNwPrj: Day 7 @ #NAFF pres. by @AFISilver &amp; 
@AfWrldNwPrj @CharlieVundla's HOTEL ON THE KOPPIES (#SouthAfrica) 5:15PM-- Two #South…",2022-03-24 20:48:29,1507097041343860737,,,,3,0,en,Twitter Web App,,,False,AdNAUbuntu
9,9,"RT @AfWrldNwPrj: Day 7 @ #NAFF pres. by @AFISilver &amp; 
@AfWrldNwPrj @CharlieVundla's HOTEL ON THE KOPPIES (#SouthAfrica) 5:15PM-- Two #South…",2022-03-24 20:48:05,1507096938113601539,,,,3,0,en,Twitter Web App,,,False,AfricaNowOnline
10,10,"Day 7 @ #NAFF pres. by @AFISilver &amp; 
@AfWrldNwPrj @CharlieVundla's HOTEL ON THE KOPPIES (#SouthAfrica) 5:15PM-- Two… https://t.co/YyQCcaCcw6",2022-03-24 20:46:26,1507096522843959306,,,,3,3,en,Twitter Web App,,,False,AfWrldNwPrj
11,11,"Due to #COVID19 Nina LaBruna, founder of @LabrunaSkincare, had to pivot her approach to focus on #ecommerce and… https://t.co/WVWIbkvJB6",2022-03-24 19:01:20,1507070075316187149,,,,0,0,en,Hootsuite Inc.,,,False,GS1_US
12,12,"#Covid19
India have executed 181 crores vaccines.
China have executed 320 crores vaccines.
But for active cases med… https://t.co/oiUoXSNVWI",2022-03-24 04:39:05,1506853082411724804,,,,0,0,en,Twitter for Android,,,False,GaurangSPatel5
13,13,"We have #Covid19 because The #USGovernment doesn't factor in #Morons, The #Oblivious &amp; #Assholes in preventing Covi… https://t.co/NP4egMArWs",2022-03-23 22:15:31,1506756553088516099,,,,0,1,en,Twitter Web App,,,False,JasonAnthonySt2
14,14,"If you do not wear an authentic #N95Mask but a #homemade, online or store bought #counterfeitN95 Mask or cheap shit… https://t.co/RbhoGSsqaX",2022-03-23 21:48:38,1506749788133363713,,,,0,0,en,Twitter Web App,,,False,JasonAnthonySt2
15,15,"A tip to avoid #Covid19 which is easy if you open your eyes, from my book ""How to Reduce Your Risk of Covid Exposur… https://t.co/HeroWEvKBr",2022-03-23 21:22:34,1506743229785337857,,,,0,0,en,Twitter Web App,,,False,JasonAnthonySt2
16,16,"RT @DGBassani: New update... even higher. 
https://t.co/15Uh4cIh2I https://t.co/AbTLJGQRg5",2022-03-23 20:02:41,1506723127170056199,,,,193,0,en,Twitter for iPhone,,,False,authentic_jack
17,17,"Last #Covid19 post today. Unless you wear an authentic #N95Mask, your counterfeit, homemade or non-#95 mask won't p… https://t.co/DsxfvnLAqN",2022-03-22 22:33:39,1506398731553312773,,,,0,1,en,Twitter Web App,,,False,JasonAnthonySt2
18,18,RT @AfWrldNwPrj: @ #NAFF pres. by @AFISilver &amp; @AfWrldNwPrj 8:45PM #SouthAfrican Charlie Vundla's film HOTEL ON THE KOPPIES in which two So…,2022-03-22 07:05:44,1506165211316772867,,,,5,0,en,Twitter for Android,,,False,Adilissah2020
0,0,RT @rmoonchlid: corona lost to jungkookie https://t.co/EMNkWA3b4I,2022-03-30 16:58:44,1509213547787554819,,,,1880,0,en,Twitter for iPhone,,,False,shookiscookis
1,1,@OurMDCT @DMwonzora @Mr_Okays @OpenParlyZw @chikudo_reuben @MkMuganji @SlymediaproTv @giles_mutsekwa @witness_dube… https://t.co/NTxJdwMklc,2022-03-30 16:58:44,1509213547347197963,,,,0,0,en,Twitter for Android,1.5091043228980183e+18,1.352440990624346e+18,False,NelsonWabantu
2,2,"RT @btsqtsarchive: “Corona lost to Jungkook” ㅡ 220330, Kim Taehyung Instagram Comment 🔥✊",2022-03-30 16:58:43,1509213545266757632,,,,12123,0,en,Twitter Web App,,,False,_wEiRdEsTBiTcH
3,3,RT @ENCHANTIINGTAe: “corona lost to jungkook” https://t.co/y7m3Y94aDa,2022-03-30 16:58:42,1509213540904800258,,,,24702,0,en,Twitter for Android,,,False,mimiloml_
4,4,@TheSlightlySur @_tillyflip_ @BBCNews The flu is not a Corona virus. And the flu vaccine is modified based on the a… https://t.co/nTmBE1ezj2,2022-03-30 16:58:42,1509213540825149444,,,,0,0,en,Twitter for iPhone,1.5092075397827174e+18,1.4913282648366285e+18,False,mrsweeneytoad
5,5,"RT @googiefolder: jungkook instagram story update

🐰 netflix recommendations let's go 

👤 the end of the f...ing world 
🐰 #/the end of the…",2022-03-30 16:58:42,1509213539453575171,,,,4268,0,en,Twitter for iPhone,,,False,YO0NGIVERSE
6,6,RT @ENCHANTIINGTAe: “corona lost to jungkook” https://t.co/y7m3Y94aDa,2022-03-30 16:58:41,1509213534328131586,,,,24702,0,en,Twitter for iPhone,,,False,gummyhoba
7,7,"RT @hourlytaekooker: 🐯 : look look look at those dance steps. corona lost to jungkook, and i couldn’t even move 😐😲

IM CRYING 😭😭😭 https://t…",2022-03-30 16:58:36,1509213514082271239,,,,201,0,en,Twitter for Android,,,False,SoumayyahF
8,8,"💜 The End of the Fu@#%^ World (el final del maldito mundo)
🐰The End of the fu@#% corona  (el final del maldito coro… https://t.co/D4MK61tiG5",2022-03-30 16:58:34,1509213507413291022,,,,0,0,en,Twitter for Android,1.5092129410731418e+18,169774192.0,False,fanno_banano
9,9,"RT @btsqtsarchive: “Corona lost to Jungkook” ㅡ 220330, Kim Taehyung Instagram Comment 🔥✊",2022-03-30 16:58:34,1509213506163261445,,,,12123,0,en,Twitter for iPhone,,,False,minholly2142
10,10,"RT @btsqtsarchive: “Corona lost to Jungkook” ㅡ 220330, Kim Taehyung Instagram Comment 🔥✊",2022-03-30 16:58:28,1509213479659524102,,,,12122,0,en,Twitter for Android,,,False,suckerforjisoo1
11,11,RT @ENCHANTIINGTAe: “corona lost to jungkook” https://t.co/y7m3Y94aDa,2022-03-30 16:58:27,1509213476253749256,,,,24702,0,en,Twitter for Android,,,False,danisalg331
12,12,"RT @btsqtsarchive: “Corona lost to Jungkook” ㅡ 220330, Kim Taehyung Instagram Comment 🔥✊",2022-03-30 16:58:26,1509213472730411009,,,,12123,0,en,Twitter for Android,,,False,soft_xkh
13,13,RT @ENCHANTIINGTAe: “corona lost to jungkook” https://t.co/y7m3Y94aDa,2022-03-30 16:58:23,1509213461963997193,,,,24702,0,en,Twitter for Android,,,False,cartxxnnnnn
14,14,"RT @alifarshchiyan: Although two years have passed since the corona virus came, people are still more afraid of the virus than of war, but…",2022-03-30 16:58:09,1509213402626990084,,,,3,0,en,Twitter for iPhone,,,False,HFahiondesign
